id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
86546,M,1.5625,1.25,0.4375,36.117263,17.7184375,8.77417025,10.39009175,10.0
86547,I,1.1375,0.875,0.325,12.48795475,5.96756975,3.44446425,3.5436875,7.0
86548,M,1.4875,1.175,0.4125,28.519597,12.74310025,6.42116175,8.06543275,9.0
86549,I,1.175,0.8875,0.3375,15.09610875,7.64019025,2.778251,4.6776675,8.0
86550,M,1.2875,1.0,0.35,17.84601025,6.0951425,3.7137845,6.6621325,13.0
86551,I,0.725,0.5375,0.1875,3.35941575,1.417475,1.13398,0.9922325,3.0
86552,F,1.475,1.1,0.375,32.16250775,14.92601175,7.35669525,9.7805775,11.0
86553,F,1.6,1.1875,0.475,34.0477495,13.5227115,7.52679225,9.0434905,10.0
86554,M,1.55,1.2,0.4,30.83008125,14.0330025,6.08096775,8.221355,9.0
86555,M,1.55,1.1625,0.375,27.1304715,12.34620725,7.47009325,7.087375,9.0
86556,M,1.8125,1.375,0.5125,54.8776585,25.8830935,11.55242125,16.3009625,9.0
86557,M,1.3,1.0,0.3375,16.3009625,6.577084,3.2601925,5.5281525,8.0
86558,M,1.2625,0.9625,0.3375,18.10115575,8.34892775,3.86970675,4.9611625,9.0
86559,F,1.3125,1.0625,0.3125,23.51591025,10.9712565,4.74854125,6.80388,13.0
86560,M,1.55,1.2125,0.4,33.55163325,12.88484775,6.747181,9.695529,17.0
86561,F,1.525,1.2,0.35,32.16250775,14.92601175,6.917278,10.0640725,9.0
86562,I,1.0375,0.8125,0.2625,9.979024,4.63514325,2.5231055,2.83495,8.0
86563,M,1.825,1.4875,0.55,56.1603595,22.736299,11.60912025,16.3009625,11.0
86564,F,1.5625,1.2,0.4125,34.416293,17.519991,7.24329725,8.3631025,12.0
86565,M,1.325,1.025,0.325,19.17843675,8.34892775,4.9044635,6.0951425,10.0
86566,M,1.725,1.375,0.5125,53.4388075,25.98231675,10.87203325,13.60776,20.0
86567,M,1.5125,1.175,0.3875,33.26813825,12.74310025,5.93922025,11.623295,20.0
86568,M,1.575,1.2125,0.375,31.62386725,14.4298955,7.01650125,8.788345,9.0
86569,F,1.4375,1.2125,0.4375,31.2694985,11.8217415,6.53455975,9.07184,10.0
86570,M,1.475,1.1625,0.35,27.75998425,12.1052365,5.499803,6.6621325,10.0
86571,I,1.3,1.025,0.35,19.85882475,7.93786,3.7137845,6.0951425,8.0
86572,F,1.35,0.975,0.375,18.75319425,7.35669525,5.1312595,6.23689,13.0
86573,F,0.8875,0.75,0.225,8.561549,3.44446425,1.7860185,2.26796,10.0
86574,I,1.025,0.7875,0.225,9.19941275,4.819415,2.381358,2.494756,7.0
86575,F,1.5,1.225,0.3875,38.838815,15.03940975,8.0229085,11.623295,19.0
86576,I,0.6125,0.4375,0.1,1.31825175,0.94970825,0.41106775,0.56699,5.0
86577,M,1.3875,1.1,0.3625,24.59319125,12.45960525,4.8477645,6.3786375,9.0
86578,F,1.275,1.0,0.2875,19.3060095,8.63242275,4.57844425,5.953395,10.0
86579,I,1.25,0.9875,0.3125,15.71979775,6.6054335,3.72795925,5.2446575,8.0
86580,M,1.475,1.1625,0.3875,27.91008275,13.267566,6.010094,7.37087,8.0
86581,I,1.175,0.8875,0.3,12.68640125,5.4714535,3.2601925,3.40194,8.0
86582,I,1.0,0.75,0.25,7.72523875,3.33106625,1.7293195,2.4097075,8.0
86583,F,1.5,1.1875,0.425,33.52328375,13.56523575,7.24329725,7.654365,13.0
86584,F,1.4375,1.125,0.325,25.2594045,13.65028425,5.42892925,6.80388,10.0
86585,M,1.4875,1.1375,0.3875,33.8776525,15.12445825,6.33611325,7.6827145,10.0
86586,I,1.1875,0.9125,0.2875,14.004653,6.406987,2.76407625,4.3941725,8.0
86587,I,0.775,0.5875,0.1875,3.92640575,1.644271,0.66621325,1.1056305,5.0
86588,M,1.6125,1.225,0.4,33.55163325,16.51358375,7.24329725,8.9300925,11.0
86589,I,1.3125,0.9875,0.3125,18.540573,8.391452,3.7137845,4.6776675,9.0
86590,I,1.0625,0.75,0.25,10.33339275,4.9611625,2.25378525,2.9766975,8.0
86591,I,0.6375,0.4625,0.1625,2.2963095,0.97805775,0.52446575,0.7087375,6.0
86592,I,1.05,0.8125,0.25,9.922325,4.422522,2.14038725,3.005047,7.0
86593,M,1.6125,1.3125,0.4625,42.2124055,15.478827,7.01650125,12.6155275,19.0
86594,I,1.375,1.05,0.4,22.4244545,10.95708175,4.3374735,6.3786375,8.0
86595,I,0.975,0.75,0.225,9.28446125,6.4920355,2.2396105,2.551455,6.0
86596,M,1.6125,1.25,0.4375,32.715323,14.75591475,6.2652395,9.63883,15.0
86597,I,1.25,0.9375,0.3125,16.82542825,6.7755305,3.2601925,4.819415,9.0
86598,M,1.475,1.15,0.3625,26.40755925,9.68135425,5.45727875,6.9456275,12.0
86599,M,1.3125,1.05,0.3875,20.41164,8.8733935,4.26659975,5.839997,10.0
86600,M,1.175,0.9,0.3125,15.2236815,5.82582225,3.04757125,5.06038575,12.0
86601,M,1.425,1.1,0.4125,29.29920825,9.42620875,6.30776375,9.2135875,17.0
86602,M,1.4375,1.175,0.375,29.80949925,14.968536,5.5281525,8.221355,11.0
86603,F,1.125,0.8875,0.275,12.37455675,5.6699,2.5798045,3.9972795,10.0
86604,M,1.2875,0.9875,0.3125,14.7700895,6.7188315,3.6003865,4.35164825,9.0
86605,M,1.4875,1.1625,0.4125,27.71163625,13.11164375,5.329706,8.50485,9.0
86606,F,1.4875,1.125,0.4,31.808139,14.13222575,6.2652395,8.9300925,10.0
86607,F,1.5375,1.1875,0.375,27.6974615,13.11164375,5.62737575,7.41339425,9.0
86608,F,1.4625,1.1875,0.4,31.18445,14.288148,7.10154975,8.051258,9.0
86609,I,0.825,0.625,0.225,6.7188315,3.04757125,1.11980525,1.5592225,7.0
86610,M,1.425,1.125,0.3875,24.79163775,12.40290625,5.4714535,6.9456275,10.0
86611,M,1.2875,0.9875,0.3125,21.58814425,7.3992195,4.479221,6.80388,11.0
86612,M,1.25,0.975,0.325,17.463292,6.10931725,3.04757125,5.5281525,9.0
86613,F,1.4375,1.125,0.375,26.2232875,10.035723,5.20213325,7.7961125,10.0
86614,I,0.5,0.375,0.1375,1.360776,0.56699,0.3118445,0.3685435,5.0
86615,I,0.6875,0.5,0.1375,2.50893075,1.17650425,0.5953395,0.9922325,6.0
86616,I,1.4125,1.125,0.4,30.1922175,12.40290625,6.08096775,8.221355,11.0
86617,I,0.725,0.5625,0.1875,4.309124,1.60174675,0.86465975,1.190679,6.0
86618,I,1.6125,1.275,0.4125,29.1716355,11.0846545,6.7188315,9.355335,20.0
86619,I,0.8875,0.65,0.2125,5.06038575,2.3530085,1.03475675,1.5592225,9.0
86620,F,1.55,1.2125,0.45,31.19862475,13.13999325,5.5281525,11.90679,15.0
86621,M,1.7875,1.3125,0.5375,58.7685135,28.33532525,12.37455675,13.4660125,11.0
86622,M,1.5625,1.225,0.4125,35.3518265,15.4504775,7.47009325,9.7805775,22.0
86623,F,1.6125,1.2375,0.4875,37.98833,15.195332,7.47009325,10.9145575,11.0
86624,M,1.5625,1.2125,0.45,33.6508565,16.48523425,5.42892925,9.65300475,10.0
86625,M,1.1875,0.8875,0.2625,12.09106175,6.066793,2.50893075,3.685435,9.0
86626,M,1.5625,1.2625,0.4125,37.98833,15.989118,7.767763,13.324265,15.0
86627,I,1.175,0.9,0.2625,13.90542975,5.9817445,3.288542,3.8271825,8.0
86628,I,1.2,0.875,0.3375,16.782904,7.35669525,3.4869885,4.9611625,8.0
86629,M,1.8125,1.375,0.4875,46.096287,15.422128,9.015141,13.60776,13.0
86630,I,0.925,0.6875,0.2,5.556502,2.31048425,0.963883,1.70097,6.0
86631,I,0.85,0.6625,0.2,5.40057975,2.154562,1.03475675,1.417475,6.0
86632,I,0.8125,0.6,0.1875,4.932813,2.14038725,0.9355335,1.13398,6.0
86633,I,0.7,0.5,0.1625,3.0900955,1.54504775,0.77961125,0.97805775,7.0
86634,M,1.475,1.15,0.3625,31.18445,14.81261375,6.25106475,7.881161,9.0
86635,F,1.375,1.0875,0.425,22.38193025,9.412034,4.932813,6.80388,11.0
86636,I,0.6625,0.5,0.2125,3.01922175,1.644271,0.63786375,1.190679,6.0
86637,F,1.4875,1.1625,0.375,24.81998725,12.62970225,5.57067675,7.7961125,9.0
86638,M,1.325,1.025,0.3625,25.58542375,10.3475675,4.7910655,8.788345,11.0
86639,F,1.4625,1.15,0.3625,28.3495,13.50853675,6.30776375,6.6621325,10.0
86640,F,1.4625,1.125,0.35,25.344453,11.623295,6.30776375,7.37087,10.0
86641,I,1.1875,0.9375,0.25,12.51630425,5.2446575,2.551455,4.2807745,9.0
86642,F,1.25,0.9375,0.3125,18.1153305,7.69688925,4.2240755,6.23689,14.0
86643,F,0.9875,0.6875,0.2375,7.087375,2.83495,1.6159215,2.551455,8.0
86644,M,1.6375,1.425,0.5375,51.80871125,19.66037825,10.8578585,14.5999925,11.0
86645,I,0.7875,0.575,0.1875,4.2807745,1.77184375,0.94970825,1.2757275,7.0
86646,I,0.85,0.6375,0.2375,5.65572525,2.50893075,1.1623295,1.984465,6.0
86647,I,1.35,1.0625,0.35,20.00057225,8.09378225,4.91863825,5.953395,10.0
86648,I,1.1625,0.8875,0.275,12.8423235,5.74077375,2.948348,4.3941725,8.0
86649,M,1.475,1.125,0.35,22.849697,10.149121,4.932813,6.3786375,8.0
86650,F,1.4625,1.125,0.4375,28.76056775,13.210867,5.3013565,8.788345,10.0
86651,I,0.8125,0.6,0.2,4.20990075,1.8427175,0.7654365,1.417475,6.0
86652,M,1.275,1.0125,0.3375,22.12678475,7.44174375,5.23048275,6.23689,15.0
86653,M,1.4375,1.125,0.4,26.308336,12.48795475,5.1879585,7.37087,10.0
86654,F,1.675,1.3125,0.5,50.745605,17.10892325,10.432616,16.44271,23.0
86655,F,1.4375,1.1125,0.4,28.689694,12.6722265,7.66853975,7.72523875,12.0
86656,M,1.6375,1.3125,0.5,41.91473575,17.42076775,9.14271375,11.623295,9.0
86657,F,1.4125,1.1,0.4125,24.6357155,9.99319875,5.5281525,7.087375,9.0
86658,I,0.575,0.4375,0.1375,1.587572,0.60951425,0.396893,0.56699,3.0
86659,I,0.5625,0.45,0.175,1.80019325,0.69456275,0.38271825,0.56699,4.0
86660,F,1.575,1.2,0.375,32.58775025,15.989118,6.6054335,8.1930055,8.0
86661,M,1.5625,1.25,0.4125,39.519203,20.00057225,8.2497045,10.20582,10.0
86662,I,1.125,0.8625,0.2875,12.48795475,4.66349275,2.31048425,3.96893,7.0
86663,F,1.6125,1.275,0.4375,41.00755175,17.22232125,10.4609655,11.056305,10.0
86664,I,0.975,0.75,0.25,7.6827145,3.2601925,1.6726205,2.4097075,8.0
86665,F,1.55,1.15,0.45,31.31202275,13.25339125,7.27164675,8.9300925,10.0
86666,I,0.925,0.7,0.25,7.6827145,3.01922175,1.70097,2.1262125,7.0
86667,I,0.85,0.65,0.2,5.10291,2.26796,1.0489315,1.5592225,7.0
86668,M,1.45,1.125,0.375,24.62154075,11.35397475,5.59902625,6.9456275,10.0
86669,I,1.3125,1.0125,0.4,22.963095,10.21999475,5.4714535,7.37087,9.0
86670,M,1.0,0.7625,0.225,9.68135425,4.4508715,1.77184375,2.551455,8.0
86671,I,1.15,0.9125,0.3125,13.551061,5.74077375,3.4869885,4.2807745,9.0
86672,M,1.1875,0.975,0.2875,15.5071765,6.0951425,3.515338,4.7343665,9.0
86673,M,1.4125,1.1125,0.375,25.7696955,10.6310625,5.386405,7.93786,13.0
86674,I,0.9,0.7375,0.225,5.96756975,2.6932025,1.65844575,1.984465,6.0
86675,I,0.4625,0.325,0.1,0.963883,0.26932025,0.1417475,0.2551455,5.0
86676,F,1.25,0.975,0.3375,18.71067,8.561549,3.86970675,4.3941725,10.0
86677,M,1.5625,1.2375,0.4125,35.98969025,15.592225,8.60407325,8.88756825,10.0
86678,I,1.2875,1.0125,0.375,20.87940675,8.845044,3.3735905,6.6621325,10.0
86679,I,0.6375,0.475,0.1375,2.45223175,0.793786,0.52446575,0.7087375,6.0
86680,I,0.725,0.5375,0.1875,3.30271675,1.530873,0.75126175,0.9922325,4.0
86681,F,1.5625,1.225,0.425,32.21920675,14.47241975,7.3425205,8.0796075,11.0
86682,I,1.0625,0.825,0.2,9.63883,4.43669675,1.63009625,2.9199985,7.0
86683,I,1.3125,1.025,0.3125,17.633389,8.4198015,4.40834725,4.9611625,8.0
86684,I,0.8625,0.6375,0.1875,5.06038575,2.324659,1.1056305,1.417475,6.0
86685,I,1.0375,0.775,0.2125,7.10154975,3.061746,1.5025235,2.05533875,6.0
86686,F,1.725,1.375,0.475,44.4236665,17.08057375,7.9662095,11.3398,10.0
86687,M,1.675,1.2625,0.45,40.44056175,18.2287285,8.164656,12.0485375,12.0
86688,M,1.575,1.275,0.4875,35.50774875,15.52135125,8.68912175,9.62465525,11.0
86689,I,1.1,0.875,0.3,11.66581925,5.88252125,2.608154,2.82077525,8.0
86690,F,1.6375,1.3375,0.475,37.874932,14.35902175,7.66853975,11.1980525,11.0
86691,F,1.4125,1.1375,0.4625,30.504062,8.66077225,5.386405,8.50485,14.0
86692,M,1.45,1.1625,0.5,28.0376555,10.0640725,5.68407475,9.922325,19.0
86693,F,1.5,1.1875,0.3875,31.638042,15.7339725,7.27164675,7.5126175,11.0
86694,M,1.55,1.175,0.375,31.9498865,15.0535845,6.64795775,7.93786,9.0
86695,F,1.625,1.2125,0.4,35.4652245,17.61921425,6.56290925,10.3475675,10.0
86696,I,1.425,1.075,0.3125,20.34076625,9.2135875,4.5075705,5.953395,10.0
86697,F,1.5,1.1625,0.375,30.83008125,14.84096325,7.10154975,7.38504475,8.0
86698,I,1.1125,0.8625,0.3,11.7083435,5.65572525,2.70737725,3.685435,7.0
86699,F,1.425,1.15,0.4,25.0326085,10.64523725,5.40057975,7.7961125,9.0
86700,F,1.375,1.0875,0.3625,22.21183325,9.76640275,4.01145425,6.9456275,11.0
86701,F,1.2125,0.925,0.3125,15.4504775,7.52679225,2.73572675,4.3941725,9.0
86702,I,0.9,0.7375,0.225,6.64795775,2.82077525,1.63009625,2.1262125,8.0
86703,F,1.2875,0.975,0.3125,15.3937785,6.90310325,2.96252275,4.139027,9.0
86704,I,0.9375,0.7125,0.2,6.70465675,2.83495,1.43164975,1.984465,6.0
86705,F,1.225,0.925,0.3125,15.71979775,6.67630725,3.07592075,4.6776675,10.0
86706,M,1.4625,1.15,0.3875,29.7386255,13.947954,5.51397775,8.6465975,11.0
86707,M,1.3,1.0,0.3125,18.6256215,8.4198015,3.98310475,5.2446575,8.0
86708,I,1.1375,0.875,0.325,12.47378,5.6699,2.9766975,4.3941725,8.0
86709,M,1.5625,1.3125,0.4375,34.3879435,14.27397325,7.2858215,11.90679,12.0
86710,M,1.575,1.2875,0.475,35.19590425,16.896302,7.824462,10.489315,9.0
86711,M,1.55,1.2,0.4125,33.8776525,17.70426275,6.066793,8.6465975,10.0
86712,F,1.45,1.1125,0.425,26.09571475,11.15552825,6.860579,8.0796075,11.0
86713,M,1.275,0.975,0.3375,22.01338675,8.561549,5.3580555,4.3941725,9.0
86714,M,1.6125,1.25,0.4375,34.6147395,17.42076775,7.994559,9.63883,12.0
86715,I,1.375,1.075,0.4375,22.75047375,7.994559,4.57844425,7.7961125,13.0
86716,M,1.6125,1.2625,0.3875,35.87708025,17.973583,6.80388,9.07184,10.0
86717,I,0.7375,0.5375,0.2,3.67126025,1.31825175,0.5953395,1.417475,6.0
86718,I,0.9125,0.675,0.25,6.10931725,2.56562975,1.587572,1.984465,7.0
86719,M,1.2875,0.9875,0.3,18.71067,8.0796075,3.86970675,4.876114,9.0
86720,F,1.0375,0.8625,0.3,11.38232425,4.40834725,2.14038725,3.8271825,8.0
86721,I,0.85,0.6375,0.2,5.06038575,2.31048425,1.03475675,1.5592225,5.0
86722,I,0.9375,0.725,0.25,7.98038425,3.2601925,1.8994165,2.4097075,7.0
86723,F,1.7125,1.3125,0.4875,51.5110415,21.36134825,11.90679,14.5999925,14.0
86724,F,1.525,1.2,0.4,29.32755775,10.81533425,6.90310325,8.9300925,11.0
86725,M,1.7,1.2875,0.45,45.756093,18.540573,9.7805775,11.1980525,11.0
86726,M,1.55,1.2,0.45,35.76289425,15.5071765,7.55514175,9.922325,12.0
86727,I,1.125,0.875,0.3125,14.75591475,6.0951425,3.50116325,5.10291,8.0
86728,F,1.3375,1.0125,0.375,19.83047525,8.63242275,3.95475525,5.386405,11.0
86729,F,1.6625,1.3125,0.45,42.921143,20.79435825,8.77417025,10.489315,11.0
86730,I,0.85,0.6375,0.225,5.0745605,2.31048425,1.48834875,1.5592225,7.0
86731,F,1.5,1.15,0.3875,31.70891575,15.3370795,7.66853975,7.767763,8.0
86732,M,1.65,1.275,0.4625,44.4236665,20.2131935,9.53960675,10.9145575,12.0
86733,M,1.4875,1.15,0.375,34.5013415,16.96717575,6.4353365,7.5126175,9.0
86734,I,1.0375,0.7875,0.2625,10.5176645,4.7343665,2.14038725,3.2601925,7.0
86735,F,1.4125,1.1375,0.35,26.7902775,11.736693,5.99591925,8.3631025,11.0
86736,I,1.2625,0.9375,0.2625,15.74814725,6.2652395,3.2601925,4.819415,9.0
86737,M,1.2375,0.95,0.35,15.35125425,6.2652395,3.86970675,4.53592,10.0
86738,I,1.475,1.175,0.375,26.7902775,11.623295,5.9250455,7.2291225,9.0
86739,M,1.525,1.1875,0.425,37.1094955,18.38465075,8.63242275,8.3631025,11.0
86740,M,1.525,1.2375,0.4875,33.83512825,15.989118,6.30776375,10.0640725,9.0
86741,F,1.0375,0.775,0.225,8.9300925,3.40194,1.8994165,2.83495,11.0
86742,I,0.6125,0.45,0.1625,1.80019325,0.69456275,0.38271825,0.56699,5.0
86743,M,1.5875,1.2375,0.425,29.9087225,12.74310025,6.64795775,8.9300925,11.0
86744,M,1.3,1.0125,0.35,18.71067,8.40562675,4.252425,5.386405,8.0
86745,M,1.425,1.15,0.3625,28.76056775,13.25339125,5.8683465,7.5126175,9.0
86746,I,1.3,1.025,0.3875,18.24290325,8.91591775,3.9405805,5.6699,8.0
86747,M,1.375,1.1375,0.3625,26.32251075,11.75086775,5.76912325,7.7961125,10.0
86748,I,1.025,0.7625,0.2625,10.3475675,4.9611625,1.99863975,2.83495,7.0
86749,I,0.6875,0.5125,0.1625,2.891649,1.1056305,0.623689,0.9922325,5.0
86750,I,1.5125,1.1875,0.3625,26.54930675,12.1619355,5.2446575,7.0590255,11.0
86751,F,1.4125,1.0625,0.4,25.92561775,9.99319875,5.20213325,7.7961125,20.0
86752,F,1.55,1.2,0.3875,28.2077525,13.65028425,6.44951125,6.6621325,10.0
86753,F,1.55,1.1875,0.4375,29.15746075,14.13222575,5.443104,8.0796075,9.0
86754,M,1.6125,1.2625,0.5,38.82464025,16.62698175,8.29222875,10.3475675,9.0
86755,F,1.4125,1.1,0.425,26.251637,10.035723,5.159609,6.23689,9.0
86756,M,1.8,1.4375,0.55,56.075311,25.27357925,10.8578585,14.17475,13.0
86757,M,1.55,1.2,0.375,32.16250775,14.92601175,6.4353365,8.9300925,10.0
86758,M,1.575,1.225,0.4375,38.76794125,15.5071765,7.24329725,13.891255,11.0
86759,I,1.0,0.75,0.225,7.18659825,3.01922175,1.65844575,2.551455,7.0
86760,M,1.225,0.9375,0.375,21.092028,7.767763,4.60679375,7.5126175,10.0
86761,I,0.5375,0.375,0.125,1.48834875,0.7087375,0.35436875,0.4252425,5.0
86762,F,1.55,1.2125,0.45,31.638042,13.551061,7.8528115,8.9300925,11.0
86763,I,1.1875,0.9125,0.2875,16.31513725,6.3219385,3.50116325,4.819415,9.0
86764,I,1.3,1.0,0.325,17.463292,8.12213175,3.2601925,5.2446575,8.0
86765,I,1.1875,0.875,0.275,13.2392165,6.8322295,2.9199985,3.8271825,8.0
86766,M,1.4375,1.0875,0.35,28.76056775,15.422128,5.68407475,6.0951425,10.0
86767,I,0.825,0.6125,0.1875,4.72019175,2.22543575,0.97805775,1.2757275,6.0
86768,F,1.25,0.9625,0.3125,16.51358375,6.8322295,3.10427025,5.2446575,9.0
86769,M,1.625,1.3,0.475,47.86813075,21.829115,10.44679075,12.3887315,11.0
86770,F,1.3375,1.0125,0.35,22.52367775,11.453198,5.03203625,6.87475375,9.0
86771,I,1.025,0.775,0.275,9.8372765,4.0539785,2.08368825,2.83495,7.0
86772,M,1.625,1.2625,0.4,37.98833,16.159215,7.881161,10.56018875,15.0
86773,F,1.5875,1.2875,0.4375,36.28872025,18.12950525,8.43397625,9.7805775,11.0
86774,M,1.25,0.975,0.2875,16.51358375,5.443104,3.685435,4.9611625,9.0
86775,I,0.925,0.725,0.2375,6.95980225,3.13261975,1.51669825,1.8427175,7.0
86776,F,1.6875,1.3,0.4375,41.8722115,17.1514475,8.57572375,12.3320325,12.0
86777,F,1.65,1.2875,0.4125,35.59279725,14.47241975,7.78193775,9.1001895,11.0
86778,F,1.6125,1.2625,0.4125,33.26813825,14.5432935,8.80251975,8.50485,9.0
86779,F,1.3875,1.125,0.3125,24.28134675,12.1619355,4.97533725,5.5281525,8.0
86780,M,1.175,0.925,0.3625,14.69921575,5.82582225,2.84912475,4.3941725,8.0
86781,F,1.15,0.8375,0.325,14.6566915,6.47786075,3.01922175,3.231843,8.0
86782,I,1.3375,1.05,0.4125,20.921931,7.2291225,4.8477645,5.8116475,16.0
86783,M,1.55,1.1875,0.3875,31.56716825,15.97494325,7.89533575,7.767763,8.0
86784,F,1.425,1.125,0.3375,26.2799865,8.94426725,5.17378375,7.7961125,13.0
86785,M,1.8,1.4125,0.5,51.49686675,22.6512505,10.4042665,13.60776,13.0
86786,I,1.1,0.8625,0.3,11.18387775,5.3013565,2.33883375,3.5436875,9.0
86787,I,0.95,0.7,0.2375,7.95203475,3.18931875,1.23320325,2.36718325,7.0
86788,F,1.4375,1.1125,0.4,23.7285315,11.736693,5.0178615,7.04485075,9.0
86789,I,1.2625,0.9625,0.3,15.49300175,7.04485075,3.0333965,4.89028875,8.0
86790,M,1.2625,0.9375,0.275,14.004653,6.10931725,2.438057,4.252425,10.0
86791,I,0.9375,0.7375,0.2125,6.36446275,2.211261,1.417475,1.984465,6.0
86792,I,1.025,0.7625,0.225,8.901743,3.04757125,1.37495075,2.7499015,7.0
86793,F,1.525,1.1625,0.35,25.51455,12.94154675,5.8683465,7.5126175,9.0
86794,F,1.3125,1.0375,0.375,18.75319425,8.845044,4.706017,5.613201,10.0
86795,F,1.6125,1.2125,0.475,32.16250775,13.31009025,7.52679225,8.9300925,17.0
86796,I,0.525,0.375,0.1,1.304077,0.7654365,0.18427175,0.3118445,5.0
86797,I,0.475,0.325,0.1,0.75126175,0.2551455,0.226796,0.2551455,5.0
86798,M,1.375,1.0875,0.3125,23.4450365,11.12717875,6.16601625,6.23689,8.0
86799,F,1.2,0.9,0.4125,20.53921275,5.6982495,4.63514325,7.654365,14.0
86800,I,1.2625,0.975,0.325,17.633389,8.1930055,3.81300775,4.53592,6.0
86801,M,1.45,1.175,0.425,31.22697425,14.92601175,7.55514175,7.6260155,9.0
86802,F,1.5125,1.175,0.4125,30.1922175,12.47378,6.39281225,9.07184,11.0
86803,F,1.575,1.225,0.3875,31.3828965,15.2803805,6.747181,8.3631025,10.0
86804,M,1.2625,0.975,0.375,18.540573,7.540967,4.2240755,5.10291,15.0
86805,M,1.7125,1.325,0.45,50.8306535,23.0481435,9.015141,15.4504775,17.0
86806,I,1.0625,0.8,0.25,10.1774705,4.7910655,2.25378525,2.551455,7.0
86807,F,1.575,1.225,0.4125,33.46658475,17.08057375,6.67630725,8.6465975,10.0
86808,I,1.3625,1.075,0.375,21.38969775,8.618248,4.5075705,7.2291225,11.0
86809,I,0.9125,0.675,0.2125,5.556502,2.19708625,0.86465975,1.814368,6.0
86810,I,1.35,1.025,0.3125,22.41027975,10.546014,4.01145425,5.386405,9.0
86811,M,1.3125,1.0125,0.3,18.313777,8.561549,3.86970675,5.54232725,8.0
86812,M,1.275,0.9625,0.4125,25.69882175,12.1619355,4.2807745,8.0796075,9.0
86813,M,1.6,1.225,0.4125,35.19590425,17.73261225,8.60407325,8.788345,11.0
86814,M,1.625,1.3,0.3875,36.4291075,16.37183625,8.71747125,9.63883,10.0
86815,M,1.5375,1.1875,0.4125,32.715323,14.13222575,6.8322295,8.9300925,10.0
86816,I,1.2125,0.95,0.3,15.5071765,7.030676,3.96893,4.139027,7.0
86817,F,1.525,1.2125,0.375,33.40988575,16.76872925,7.27164675,8.9300925,10.0
86818,F,1.35,1.05,0.4125,21.659018,9.31281075,5.25883225,7.2291225,8.0
86819,I,1.4625,1.15,0.4125,26.12406425,10.8578585,5.386405,8.0796075,10.0
86820,I,1.2875,1.0,0.3125,15.43630275,6.64795775,3.1467945,4.819415,8.0
86821,F,1.55,1.2125,0.4,37.40716525,16.3576615,8.09378225,9.2135875,10.0
86822,I,1.3125,1.0375,0.375,23.26076475,11.32562525,5.6699,6.520385,8.0
86823,M,0.9,0.65,0.225,6.70465675,2.67902775,1.43164975,1.984465,6.0
86824,M,1.4,1.1,0.3875,24.834162,9.4970825,5.8683465,7.087375,13.0
86825,M,1.375,1.0625,0.3875,22.5945515,9.76640275,4.40834725,6.520385,8.0
86826,M,1.675,1.3625,0.3625,39.22153325,20.2131935,8.674947,10.9712565,10.0
86827,F,1.675,1.2625,0.55,40.83745475,13.891255,9.808927,11.3398,16.0
86828,M,1.5125,1.175,0.3875,32.772022,15.66309875,7.47009325,8.1930055,11.0
86829,F,1.6125,1.25,0.4625,35.0094,15.46465225,8.49067525,9.7805775,11.0
86830,M,1.425,1.125,0.45,25.51455,10.21999475,6.90310325,7.6827145,10.0
86831,I,0.7375,0.5,0.1875,3.7137845,1.54504775,0.75126175,0.9922325,6.0
86832,I,0.9375,0.7,0.2125,6.10931725,2.65067825,1.51669825,1.984465,6.0
86833,F,1.7375,1.3875,0.5,54.7428845,25.8830935,12.54465375,13.891255,12.0
86834,I,0.5875,0.4375,0.1625,1.814368,0.7654365,0.3685435,0.56699,5.0
86835,M,1.5125,1.2375,0.4625,33.6508565,13.551061,6.8889285,9.355335,17.0
86836,I,1.425,1.1625,0.375,24.8625115,10.75863525,4.989512,7.2291225,10.0
86837,F,1.15,0.9,0.2625,13.45183775,5.96756975,2.45223175,4.252425,9.0
86838,F,1.5,1.1875,0.425,28.76056775,14.231449,5.8683465,8.0796075,9.0
86839,I,1.0,0.7875,0.25,8.32057825,3.2601925,1.8994165,2.6932025,7.0
86840,M,1.3375,1.075,0.3125,20.05727125,9.1001895,3.61456125,5.10291,10.0
86841,I,1.3125,1.025,0.325,21.035329,5.68407475,5.046211,5.59902625,11.0
86842,M,1.3375,1.0875,0.3875,28.84561625,11.679994,6.22271525,7.2291225,11.0
86843,M,1.3875,1.05,0.4,24.0687255,9.87980075,4.422522,7.7961125,14.0
86844,F,1.55,1.225,0.375,34.65726375,16.57028275,6.860579,8.9867915,11.0
86845,F,1.275,1.0,0.3625,16.159215,6.36446275,3.07592075,5.5281525,8.0
86846,F,1.8,1.4,0.5125,50.2636635,13.4660125,9.695529,14.21727425,16.0
86847,I,0.9625,0.725,0.225,6.1518415,2.42388225,1.644271,2.26796,6.0
86848,I,0.5125,0.3875,0.1,1.360776,0.66621325,0.3118445,0.3685435,4.0
86849,F,1.4625,1.0875,0.3875,26.08154,11.4815475,5.783298,7.087375,10.0
86850,F,1.45,1.125,0.3875,24.38057,11.15552825,6.05261825,6.9456275,11.0
86851,I,1.1,0.8,0.3,11.169703,4.6776675,1.74349425,3.5436875,8.0
86852,I,1.325,1.025,0.3125,18.597272,8.618248,2.9199985,6.23689,8.0
